0.53515625,0.880859375,0.5859375,0.814453125,0.58203125,0.6796875,0.513671875,0.591796875,0.431640625,0.546875,0.5390625,0.552734375,0.525390625,0.390625,0.525390625,0.279296875,0.521484375,0.193359375,0.4765625,0.591796875,0.453125,0.47265625,0.486328125,0.544921875,0.50390625,0.60546875,0.427734375,0.650390625,0.421875,0.5859375,0.474609375,0.671875,0.4921875,0.720703125,0.388671875,0.724609375,0.392578125,0.65234375,0.4375,0.71875,0.447265625,0.767578125,1
0.595703125,0.904296875,0.654296875,0.810546875,0.66796875,0.662109375,0.6328125,0.5546875,0.55078125,0.564453125,0.576171875,0.55078125,0.533203125,0.375,0.513671875,0.267578125,0.4921875,0.17578125,0.515625,0.5859375,0.482421875,0.439453125,0.54296875,0.525390625,0.57421875,0.603515625,0.470703125,0.638671875,0.46484375,0.544921875,0.533203125,0.6328125,0.55859375,0.701171875,0.4375,0.69921875,0.4453125,0.6015625,0.501953125,0.66015625,0.525390625,0.724609375,1
0.55859375,0.923828125,0.62109375,0.82421875,0.625,0.6875,0.59765625,0.57421875,0.556640625,0.486328125,0.580078125,0.52734375,0.5703125,0.3515625,0.564453125,0.244140625,0.548828125,0.154296875,0.51171875,0.556640625,0.4765625,0.4453125,0.50390625,0.52734375,0.525390625,0.6015625,0.45703125,0.611328125,0.419921875,0.501953125,0.466796875,0.576171875,0.498046875,0.640625,0.4140625,0.685546875,0.396484375,0.61328125,0.44140625,0.6484375,0.474609375,0.6875,1
0.48828125,0.982421875,0.572265625,0.88671875,0.591796875,0.748046875,0.541015625,0.6484375,0.455078125,0.62109375,0.51171875,0.59375,0.5,0.400390625,0.4921875,0.283203125,0.478515625,0.185546875,0.43359375,0.6484375,0.396484375,0.55859375,0.44140625,0.666015625,0.478515625,0.75,0.37109375,0.71484375,0.353515625,0.65234375,0.416015625,0.759765625,0.453125,0.83203125,0.3203125,0.7890625,0.314453125,0.736328125,0.369140625,0.806640625,0.40234375,0.861328125,1
0.515625,0.994140625,0.587890625,0.908203125,0.603515625,0.751953125,0.578125,0.62890625,0.525390625,0.548828125,0.515625,0.59765625,0.501953125,0.396484375,0.5,0.271484375,0.4921875,0.16796875,0.447265625,0.642578125,0.43359375,0.484375,0.498046875,0.5625,0.53515625,0.646484375,0.390625,0.708984375,0.4140625,0.60546875,0.484375,0.71484375,0.5078125,0.79296875,0.34375,0.79296875,0.380859375,0.732421875,0.44140625,0.8046875,0.4609375,0.861328125,1
0.51171875,1.005859375,0.60546875,0.91796875,0.63671875,0.77734375,0.58984375,0.658203125,0.529296875,0.568359375,0.5859375,0.576171875,0.5859375,0.373046875,0.5859375,0.244140625,0.57421875,0.13671875,0.505859375,0.6171875,0.4765625,0.46484375,0.529296875,0.5546875,0.56640625,0.638671875,0.435546875,0.6796875,0.439453125,0.59375,0.5,0.70703125,0.521484375,0.78125,0.37890625,0.755859375,0.392578125,0.673828125,0.447265625,0.751953125,0.466796875,0.814453125,1
0.55078125,0.953125,0.619140625,0.865234375,0.63671875,0.734375,0.58984375,0.634765625,0.521484375,0.568359375,0.58203125,0.521484375,0.576171875,0.330078125,0.576171875,0.21484375,0.572265625,0.1171875,0.5078125,0.5546875,0.486328125,0.4296875,0.52734375,0.53125,0.556640625,0.607421875,0.447265625,0.609375,0.42578125,0.517578125,0.478515625,0.6171875,0.5078125,0.6875,0.400390625,0.6796875,0.392578125,0.599609375,0.439453125,0.662109375,0.46875,0.71875,1
0.55859375,0.939453125,0.61328125,0.828125,0.62890625,0.68359375,0.607421875,0.572265625,0.541015625,0.517578125,0.556640625,0.513671875,0.556640625,0.322265625,0.55859375,0.205078125,0.546875,0.109375,0.48046875,0.55859375,0.484375,0.408203125,0.53515625,0.50390625,0.55078125,0.568359375,0.421875,0.623046875,0.470703125,0.5546875,0.525390625,0.662109375,0.521484375,0.70703125,0.3828125,0.703125,0.439453125,0.6484375,0.478515625,0.720703125,0.4609375,0.7578125,1
0.5234375,0.955078125,0.603515625,0.826171875,0.638671875,0.685546875,0.578125,0.58203125,0.498046875,0.546875,0.55078125,0.53515625,0.548828125,0.35546875,0.546875,0.255859375,0.537109375,0.162109375,0.474609375,0.57421875,0.466796875,0.45703125,0.51171875,0.564453125,0.53515625,0.640625,0.41796875,0.6328125,0.421875,0.54296875,0.48046875,0.64453125,0.498046875,0.708984375,0.373046875,0.712890625,0.388671875,0.62890625,0.44140625,0.689453125,0.453125,0.74609375,1
0.53515625,0.89453125,0.609375,0.7890625,0.626953125,0.646484375,0.607421875,0.55078125,0.55078125,0.505859375,0.57421875,0.49609375,0.57421875,0.31640625,0.587890625,0.2109375,0.5859375,0.123046875,0.509765625,0.515625,0.482421875,0.34375,0.537109375,0.41015625,0.564453125,0.48046875,0.45703125,0.552734375,0.4375,0.396484375,0.5,0.462890625,0.525390625,0.533203125,0.4140625,0.609375,0.423828125,0.50390625,0.47265625,0.53515625,0.4921875,0.5859375,1
